,cause,avoidable,men,women,people,Males,Females,Persons,Males.1,Females.1,Persons.1,header
1619,Occupant of streetcar injured in transport accident (V82),x,0,0,0,,,,,,,False
1620,Occupant of special vehicle mainly used on industrial premises injured in transport accident (V83),x,4,0,4,,,,,,,False
1621,Occupant of special vehicle mainly used in agriculture injured in transport accident (V84),x,9,0,9,,,,184.0,,184.0,False
1622,Occupant of special construction vehicle injured in transport accident (V85),x,4,0,4,,,,,,,False
1623,"Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident (V86)",x,11,2,13,,,,482.0,,568.0,False
1624,Traffic accident of specified type but victim's mode of transport unknown (V87),x,0,0,0,,,,,,,False
1625,Nontraffic accident of specified type but victim's mode of transport unknown (V88),x,0,0,0,,,,,,,False
1626,"Motor- or nonmotor-vehicle accident, type of vehicle unspecified (V89)",x,8,4,12,,,,119.0,,134.0,False
1628,Accident to watercraft causing drowning and submersion (V90),x,17,3,20,,,0.1,458.0,,612.0,False
1629,Accident to watercraft causing other injury (V91),x,2,0,2,,,,,,,False
1630,Water-transport-related drowning and submersion without accident to watercraft (V92),x,9,1,10,,,,264.0,,312.0,False
1631,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion (V93)",x,0,0,0,,,,,,,False
1632,Other and unspecified water transport accidents (V94),x,1,0,1,,,,,,,False
1634,Accident to powered aircraft causing injury to occupant (V95),x,17,5,22,,,0.1,379.0,180.0,560.0,False
1635,Accident to nonpowered aircraft causing injury to occupant (V96),x,3,1,4,,,,,,,False
1636,Other specified air transport accidents (V97),x,1,0,1,,,,,,,False
1638,Other specified transport accidents (V98),x,1,1,2,,,,,,,False
1639,Unspecified transport accident (V99),x,0,0,0,,,,,,,False
1642,Fall on same level involving ice and snow (W00),x,0,0,0,,,,,,,False
1643,"Fall on same level from slipping, tripping and stumbling (W01)",x,165,171,336,1.2,0.9,1.0,649.0,306.0,951.0,False
1644,"Fall involving ice-skates, skis, roller-skates or skateboards (W02)",x,0,1,1,,,,,,,False
1645,"Other fall on same level due to collision with, or pushing by, another person (W03)",x,3,4,7,,,,,,,False
1646,Fall while being carried or supported by other persons (W04),x,0,2,2,,,,,,,False
1647,Fall involving wheelchair (W05),x,9,10,19,,,,,,215.0,False
1648,Fall involving bed (W06),x,43,40,83,0.3,0.2,0.3,92.0,129.0,221.0,False
1649,Fall involving chair (W07),x,18,21,39,,0.1,0.1,29.0,88.0,117.0,False
1650,Fall involving other furniture (W08),x,5,2,7,,,,,,,False
1651,Fall involving playground equipment (W09),x,0,0,0,,,,,,,False
1652,Fall on and from stairs and steps (W10),x,48,31,79,0.4,0.2,0.3,574.0,210.0,784.0,False
1653,Fall on and from ladder (W11),x,20,2,22,0.1,,0.1,146.0,,149.0,False
1654,Fall on and from scaffolding (W12),x,0,0,0,,,,,,,False
1655,"Fall from, out of or through building or structure (W13)",x,37,0,37,0.3,,0.1,935.0,,937.0,False
1656,Fall from tree (W14),x,0,0,0,,,,,,,False
1657,Fall from cliff (W15),x,8,3,11,,,,350.0,,468.0,False
1658,Diving or jumping into water causing injury other than drowning or submersion (W16),x,2,1,3,,,,,,,False
1659,Other fall from one level to another (W17),x,5,3,8,,,,94.0,,139.0,False
1660,Other fall on same level (W18),x,21,23,44,0.2,0.1,0.1,77.0,117.0,190.0,False
1661,Unspecified fall (W19),x,1044,1210,2254,7.6,6.1,6.8,1891.0,1034.0,2912.0,False
1663,"Struck by thrown, projected or falling object (W20)",x,18,3,21,,,0.1,637.0,,732.0,False
1664,Striking against or struck by sports equipment (W21),x,0,0,0,,,,,,,False
1665,Striking against or struck by other objects (W22),x,2,1,3,,,,,,,False
1666,"Caught, crushed, jammed or pinched in or between objects (W23)",x,16,3,19,,,,475.0,,523.0,False
1667,"Contact with lifting and transmission devices, not elsewhere classified (W24)",x,4,0,4,,,,,,,False
1668,Contact with sharp glass (W25),x,1,0,1,,,,,,,False
1669,"Contact with knife, sword or dagger (W26)",x,0,0,0,,,,,,,False
1670,Contact with nonpowered hand tool (W27),x,1,0,1,,,,,,,False
1671,Contact with powered lawnmower (W28),x,0,0,0,,,,,,,False
1672,Contact with other powered hand tools and household machinery (W29),x,5,1,6,,,,86.0,,92.0,False
1673,Contact with agricultural machinery (W30),x,2,1,3,,,,,,,False
1674,Contact with other and unspecified machinery (W31),x,15,0,15,,,,484.0,,483.0,False
1675,Handgun discharge (W32),x,0,0,0,,,,,,,False
1676,"Rifle, shotgun and larger firearm discharge (W33)",x,1,0,1,,,,,,,False
1677,Discharge from other and unspecified firearms (W34),x,0,0,0,,,,,,,False
1678,Explosion and rupture of boiler (W35),x,0,0,0,,,,,,,False
1679,Explosion and rupture of gas cylinder (W36),x,1,0,1,,,,,,,False
1680,"Explosion and rupture of pressurized tyre, pipe or hose (W37)",x,0,0,0,,,,,,,False
1681,Explosion and rupture of other specified pressurized devices (W38),x,1,0,1,,,,,,,False
1682,Discharge of firework (W39),x,0,0,0,,,,,,,False
1683,Explosion of other materials (W40),x,2,0,2,,,,,,,False
1684,Exposure to high-pressure jet (W41),x,0,0,0,,,,,,,False
1685,Exposure to noise (W42),x,0,0,0,,,,,,,False
1686,Exposure to vibration (W43),x,0,0,0,,,,,,,False
1687,Foreign body entering into or through eye or natural orifice (W44),x,1,2,3,,,,,,,False
1688,Foreign body or object entering through skin (W45),x,1,1,2,,,,,,,False
1689,Contact with hypodermic needle (W46),x,0,0,0,,,,,,,False
1690,Exposure to other and unspecified inanimate mechanical forces (W49),x,3,1,4,,,,,,,False
1692,"Hit, struck, kicked, twisted, bitten or scratched by another person (W50)",x,1,3,4,,,,,,,False
1693,Striking against or bumped into by another person (W51),x,1,1,2,,,,,,,False
1694,"Crushed, pushed or stepped on by crowd or human stampede (W52)",x,0,0,0,,,,,,,False
1695,Bitten by rat (W53),x,0,0,0,,,,,,,False
1696,Bitten or struck by dog (W54),x,0,3,3,,,,,,,False
1697,Bitten or struck by other mammals (W55),x,4,3,7,,,,,,148.0,False
1698,Contact with marine animal (W56),x,2,0,2,,,,,,,False
1699,Bitten or stung by nonvenomous insect and other nonvenomous arthropods (W57),x,0,0,0,,,,,,,False
1700,Bitten or struck by crocodile or alligator (W58),x,0,0,0,,,,,,,False
1701,Bitten or crushed by other reptiles (W59),x,0,0,0,,,,,,,False
1702,Contact with plant thorns and spines and sharp leaves (W60),x,0,0,0,,,,,,,False
1703,Exposure to other and unspecified animate mechanical forces (W64),x,0,0,0,,,,,,,False
1705,Drowning and submersion while in bath-tub (W65),x,5,5,10,,,,,,375.0,False
1706,Drowning and submersion following fall into bath-tub (W66),x,1,1,2,,,,,,,False
1707,Drowning and submersion while in swimming-pool (W67),x,10,3,13,,,,274.0,,326.0,False
1708,Drowning and submersion following fall into swimming-pool (W68),x,13,9,22,,,0.1,516.0,433.0,949.0,False
1709,Drowning and submersion while in natural water (W69),x,69,16,85,0.5,,0.3,2725.0,687.0,3427.0,False
1710,Drowning and submersion following fall into natural water (W70),x,18,4,22,,,0.1,369.0,,467.0,False
1711,Other specified drowning and submersion (W73),x,3,3,6,,,,,,324.0,False
1712,Unspecified drowning and submersion (W74),x,7,2,9,,,,169.0,,218.0,False
1714,Accidental suffocation and strangulation in bed (W75),x,4,7,11,,,,,,,False
1715,Other accidental hanging and strangulation (W76),x,11,0,11,,,,650.0,,664.0,False
1716,"Threat to breathing due to cave-in, falling earth and other substances (W77)",x,1,0,1,,,,,,,False
1717,Inhalation of gastric contents (W78),x,4,4,8,,,,,,,False
1718,Inhalation and ingestion of food causing obstruction of respiratory tract (W79),x,48,20,68,0.3,0.1,0.2,428.0,223.0,650.0,False
1719,Inhalation and ingestion of other objects causing obstruction of respiratory tract (W80),x,50,46,96,0.4,0.2,0.3,253.0,97.0,351.0,False
1720,Confined to or trapped in a low-oxygen environment (W81),x,2,0,2,,,,,,,False
1721,Other specified threats to breathing (W83),x,5,2,7,,,,223.0,,279.0,False
1722,Unspecified threat to breathing (W84),x,2,0,2,,,,,,,False
1724,Exposure to electric transmission lines (W85),x,4,0,4,,,,,,,False
1725,Exposure to other specified electric current (W86),x,0,1,1,,,,,,,False
1726,Exposure to unspecified electric current (W87),x,3,1,4,,,,,,,False
1727,Exposure to ionizing radiation (W88),x,0,0,0,,,,,,,False
1728,Exposure to man-made visible and ultraviolet light (W89),x,0,0,0,,,,,,,False
1729,Exposure to other nonionizing radiation (W90),x,0,0,0,,,,,,,False
1730,Exposure to unspecified type of radiation (W91),x,0,0,0,,,,,,,False
1731,Exposure to excessive heat of man-made origin (W92),x,0,0,0,,,,,,,False
1732,Exposure to excessive cold of man-made origin (W93),x,0,0,0,,,,,,,False
1733,Exposure to high and low air pressure and changes in air pressure (W94),x,1,0,1,,,,,,,False
1734,Exposure to other and unspecified man-made environmental factors (W99),x,0,0,0,,,,,,,False
1736,Exposure to uncontrolled fire in building or structure (X00),x,22,10,32,0.2,,0.1,547.0,329.0,870.0,False
1737,"Exposure to uncontrolled fire, not in building or structure (X01)",x,2,0,2,,,,,,,False
1738,Exposure to controlled fire in building or structure (X02),x,2,0,2,,,,,,,False
1739,"Exposure to controlled fire, not in building or structure (X03)",x,1,0,1,,,,,,,False
1740,Exposure to ignition of highly flammable material (X04),x,0,2,2,,,,,,,False
1741,Exposure to ignition or melting of nightwear (X05),x,0,1,1,,,,,,,False
1742,Exposure to ignition or melting of other clothing and apparel (X06),x,1,0,1,,,,,,,False
1743,"Exposure to other specified smoke, fire and flames (X08)",x,0,0,0,,,,,,,False
1744,"Exposure to unspecified smoke, fire and flames (X09)",x,5,1,6,,,,,,,False
1746,"Contact with hot drinks, food, fats and cooking oils (X10)",x,0,0,0,,,,,,,False
1747,Contact with hot tap-water (X11),x,2,1,3,,,,,,,False
1748,Contact with other hot fluids (X12),x,0,0,0,,,,,,,False
1749,Contact with steam and hot vapours (X13),x,0,0,0,,,,,,,False
1750,Contact with hot air and gases (X14),x,0,0,0,,,,,,,False
1751,Contact with hot household appliances (X15),x,0,0,0,,,,,,,False
1752,"Contact with hot heating appliances, radiators and pipes (X16)",x,0,0,0,,,,,,,False
1753,"Contact with hot engines, machinery and tools (X17)",x,0,0,0,,,,,,,False
1754,Contact with other hot metals (X18),x,0,0,0,,,,,,,False
1755,Contact with other and unspecified heat and hot substances (X19),x,0,0,0,,,,,,,False
1757,Contact with venomous snakes and lizards (X20),x,5,4,9,,,,166.0,,221.0,False
1758,Contact with venomous spiders (X21),x,0,0,0,,,,,,,False
1759,Contact with scorpions (X22),x,0,0,0,,,,,,,False
1760,"Contact with hornets, wasps and bees (X23)",x,6,2,8,,,,125.0,,169.0,False
1761,Contact with centipedes and venomous millipedes (tropical) (X24),x,0,0,0,,,,,,,False
1762,Contact with other specified venomous arthropods (X25),x,0,0,0,,,,,,,False
1763,Contact with venomous marine animals and plants (X26),x,0,0,0,,,,,,,False
1764,Contact with other specified venomous animals (X27),x,0,0,0,,,,,,,False
1765,Contact with other specified venomous plants (X28),x,0,0,0,,,,,,,False
1766,Contact with unspecified venomous animal or plant (X29),x,0,0,0,,,,,,,False
1768,Exposure to excessive natural heat (X30),x,11,2,13,,,,352.0,,382.0,False
1769,Exposure to excessive natural cold (X31),x,9,6,15,,,,178.0,,203.0,False
1770,Exposure to sunlight (X32),x,0,0,0,,,,,,,False
1771,Victim of lightning (X33),x,2,0,2,,,,,,,False
1772,Victim of earthquake (X34),x,0,0,0,,,,,,,False
1773,Victim of volcanic eruption (X35),x,0,0,0,,,,,,,False
1774,"Victim of avalanche, landslide and other earth movements (X36)",x,0,0,0,,,,,,,False
1775,Victim of cataclysmic storm (X37),x,0,0,0,,,,,,,False
1776,Victim of flood (X38),x,1,0,1,,,,,,,False
1777,Exposure to other and unspecified forces of nature (X39),x,0,0,0,,,,,,,False
1779,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics (X40)",x,6,9,15,,,,114.0,197.0,310.0,False
1780,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified (X41)",x,102,56,158,0.8,0.4,0.6,3769.0,1636.0,5402.0,False
1781,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified (X42)",x,222,59,281,1.9,0.5,1.2,8096.0,2125.0,10183.0,False
1782,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system (X43),x,3,0,3,,,,,,,False
1783,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X44)",x,520,233,753,4.4,1.9,3.1,20044.0,7317.0,27333.0,False
1784,Accidental poisoning by and exposure to alcohol (X45),x,58,26,84,0.5,0.2,0.3,1933.0,819.0,2740.0,False
1785,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours (X46),x,1,0,1,,,,,,,False
1786,Accidental poisoning by and exposure to other gases and vapours (X47),x,11,2,13,,,,410.0,,517.0,False
1787,Accidental poisoning by and exposure to pesticides (X48),x,1,0,1,,,,,,,False
1788,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances (X49),x,2,2,4,,,,,,,False
1790,Overexertion and strenuous or repetitive movements (X50),x,1,0,1,,,,,,,False
1791,Travel and motion (X51),x,0,0,0,,,,,,,False
1792,Prolonged stay in weightless environment (X52),x,0,0,0,,,,,,,False
1793,Lack of food (X53),x,1,0,1,,,,,,,False
1794,Lack of water (X54),x,0,0,0,,,,,,,False
1795,Unspecified privation (X57),x,0,0,0,,,,,,,False
1797,Exposure to other specified factors (X58),x,1,7,8,,,,,294.0,298.0,False
1798,Exposure to unspecified factor (X59),x,446,517,963,3.3,2.6,2.9,2896.0,1247.0,4128.0,False
1801,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics (X60)",x,2,4,6,,,,,,,False
1802,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified (X61)",x,51,49,100,0.4,0.4,0.4,1240.0,1015.0,2247.0,False
1803,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified (X62)",x,22,14,36,0.2,,0.1,677.0,338.0,1010.0,False
1804,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system (X63),x,0,2,2,,,,,,,False
1805,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X64)",x,116,140,256,0.9,1.0,1.0,3263.0,3599.0,6861.0,False
1806,Intentional self-poisoning by and exposure to alcohol (X65),x,7,2,9,,,,178.0,,254.0,False
1807,Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours (X66),x,1,0,1,,,,,,,False
1808,Intentional self-poisoning by and exposure to other gases and vapours (X67),x,114,23,137,0.9,0.2,0.5,3678.0,835.0,4499.0,False
1809,Intentional self-poisoning by and exposure to pesticides (X68),x,9,1,10,,,,68.0,,81.0,False
1810,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances (X69),x,13,6,19,,,,331.0,,399.0,False
1811,"Intentional self-harm by hanging, strangulation and suffocation (X70)",x,1458,355,1813,11.9,2.9,7.3,55411.0,14978.0,70417.0,False
1812,Intentional self-harm by drowning and submersion (X71),x,22,18,40,0.2,,0.1,648.0,218.0,874.0,False
1813,Intentional self-harm by handgun discharge (X72),x,26,1,27,0.2,,0.1,518.0,,590.0,False
1814,"Intentional self-harm by rifle, shotgun and larger firearm discharge (X73)",x,124,3,127,0.9,,0.5,2325.0,,2426.0,False
1815,Intentional self-harm by other and unspecified firearm discharge (X74),x,15,0,15,,,,243.0,,244.0,False
1816,Intentional self-harm by explosive material (X75),x,1,0,1,,,,,,,False
1817,"Intentional self-harm by smoke, fire and flames (X76)",x,23,6,29,0.2,,0.1,657.0,192.0,847.0,False
1818,"Intentional self-harm by steam, hot vapours and hot objects (X77)",x,0,0,0,,,,,,,False
1819,Intentional self-harm by sharp object (X78),x,61,10,71,0.5,,0.3,1664.0,318.0,1970.0,False
1820,Intentional self-harm by blunt object (X79),x,1,0,1,,,,,,,False
1821,Intentional self-harm by jumping from a high place (X80),x,121,45,166,1.0,0.4,0.7,4189.0,1611.0,5806.0,False
1822,Intentional self-harm by jumping or lying before moving object (X81),x,62,24,86,0.5,0.2,0.4,2538.0,1140.0,3676.0,False
1823,Intentional self-harm by crashing of motor vehicle (X82),x,31,6,37,0.3,,0.2,1300.0,215.0,1524.0,False
1824,Intentional self-harm by other specified means (X83),x,6,1,7,,,,208.0,,255.0,False
1825,Intentional self-harm by unspecified means (X84),x,30,16,46,0.2,,0.2,896.0,417.0,1308.0,False
1827,"Assault by drugs, medicaments and biological substances (X85)",,1,1,2,,,,,,,False
1828,Assault by corrosive substance (X86),,0,0,0,,,,,,,False
1829,Assault by pesticides (X87),,0,0,0,,,,,,,False
1830,Assault by gases and vapours (X88),,0,0,0,,,,,,,False
1831,Assault by other specified chemicals and noxious substances (X89),,0,0,0,,,,,,,False
1832,Assault by unspecified chemical or noxious substance (X90),,0,0,0,,,,,,,False
1833,"Assault by hanging, strangulation and suffocation (X91)",,0,3,3,,,,,,,False
1834,Assault by drowning and submersion (X92),,0,0,0,,,,,,,False
1835,Assault by handgun discharge (X93),,3,1,4,,,,,,,False
1836,"Assault by rifle, shotgun and larger firearm discharge (X94)",,12,4,16,,,,581.0,,721.0,False
1837,Assault by other and unspecified firearm discharge (X95),,10,0,10,,,,376.0,,378.0,False
1838,Assault by explosive material (X96),,0,0,0,,,,,,,False
1839,"Assault by smoke, fire and flames (X97)",,2,2,4,,,,,,,False
1840,"Assault by steam, hot vapours and hot objects (X98)",,0,0,0,,,,,,,False
1841,Assault by sharp object (X99),,59,24,83,0.5,0.2,0.3,2405.0,681.0,3085.0,False
1842,Assault by blunt object (Y00),,7,6,13,,,,150.0,218.0,364.0,False
1843,Assault by pushing from high place (Y01),,0,0,0,,,,,,,False
1844,Assault by pushing or placing victim before moving object (Y02),,1,0,1,,,,,,,False
1845,Assault by crashing of motor vehicle (Y03),,4,3,7,,,,,,275.0,False
1846,Assault by bodily force (Y04),,19,5,24,,,0.1,773.0,260.0,1032.0,False
1847,Sexual assault by bodily force (Y05),,0,0,0,,,,,,,False
1848,Neglect and abandonment (Y06),,0,1,1,,,,,,,False
1849,Other maltreatment (Y07),,0,0,0,,,,,,,False
1850,Assault by other specified means (Y08),,1,0,1,,,,,,,False
1851,Assault by unspecified means (Y09),,35,24,59,0.3,0.2,0.2,1299.0,1096.0,2374.0,False
1853,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent (Y10)",,1,4,5,,,,,,191.0,False
1854,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, (Y11)",,9,5,14,,,,346.0,130.0,478.0,False
1855,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent (Y12)",,9,3,12,,,,413.0,,502.0,False
1856,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent (Y13)",,1,0,1,,,,,,,False
1857,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent (Y14)",,32,33,65,0.3,0.3,0.3,1255.0,1062.0,2316.0,False
1858,"Poisoning by and exposure to alcohol, undetermined intent (Y15)",,4,2,6,,,,,,144.0,False
1859,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent (Y16)",,0,0,0,,,,,,,False
1860,"Poisoning by and exposure to other gases and vapours, undetermined intent (Y17)",,6,1,7,,,,218.0,,225.0,False
1861,"Poisoning by and exposure to pesticides, undetermined intent (Y18)",,0,0,0,,,,,,,False
1862,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent (Y19)",,0,0,0,,,,,,,False
1863,"Hanging, strangulation and suffocation, undetermined intent (Y20)",,7,6,13,,,,311.0,109.0,422.0,False
1864,"Drowning and submersion, undetermined intent (Y21)",,8,1,9,,,,201.0,,248.0,False
1865,"Handgun discharge, undetermined intent (Y22)",,0,0,0,,,,,,,False
1866,"Rifle, shotgun and larger firearm discharge, undetermined intent (Y23)",,1,1,2,,,,,,,False
1867,"Other and unspecified firearm discharge, undetermined intent (Y24)",,4,0,4,,,,,,,False
1868,"Contact with explosive material, undetermined intent (Y25)",,0,0,0,,,,,,,False
1869,"Exposure to smoke, fire and flames, undetermined intent (Y26)",,6,1,7,,,,179.0,,217.0,False
1870,"Contact with steam, hot vapours and hot objects, undetermined intent (Y27)",,0,0,0,,,,,,,False
1871,"Contact with sharp object, undetermined intent (Y28)",,6,1,7,,,,179.0,,192.0,False
1872,"Contact with blunt object, undetermined intent (Y29)",,2,0,2,,,,,,,False
1873,"Falling, jumping or pushed from a high place, undetermined intent (Y30)",,7,5,12,,,,231.0,186.0,420.0,False
1874,"Falling, lying or running before or into moving object, undetermined intent (Y31)",,4,2,6,,,,,,292.0,False
1875,"Crashing of motor vehicle, undetermined intent (Y32)",,11,5,16,,,,420.0,178.0,602.0,False
1876,"Other specified events, undetermined intent (Y33)",,0,2,2,,,,,,,False
1877,"Unspecified event, undetermined intent (Y34)",,39,14,53,0.3,,0.2,1510.0,445.0,1955.0,False
1879,Legal intervention (Y35),,9,0,9,,,,435.0,,435.0,False
1880,Operations of war (Y36),,0,0,0,,,,,,,False
1883,Systemic antibiotics (Y40),x,2,1,3,,,,,,,False
1884,Other systemic anti-infectives and antiparasitics (Y41),x,0,0,0,,,,,,,False
1885,"Hormones and their synthetic substitutes and antagonists, not elsewhere classified (Y42)",x,0,0,0,,,,,,,False
1886,Primarily systemic agents (Y43),x,0,0,0,,,,,,,False
1887,Agents primarily affecting blood constituents (Y44),x,0,2,2,,,,,,,False
1888,"Analgesics, antipyretics and anti-inflammatory drugs (Y45)",x,0,0,0,,,,,,,False
1889,Antiepileptics and antiparkinsonism drugs (Y46),x,0,0,0,,,,,,,False
1890,"Sedatives, hypnotics and antianxiety drugs (Y47)",x,0,0,0,,,,,,,False
1891,Anaesthetics and therapeutic gases (Y48),x,1,1,2,,,,,,,False
1892,"Psychotropic drugs, not elsewhere classified (Y49)",x,0,0,0,,,,,,,False
1893,"Central nervous system stimulants, not elsewhere classified (Y50)",x,0,0,0,,,,,,,False
1894,Drugs primarily affecting the autonomic nervous system (Y51),x,0,0,0,,,,,,,False
1895,Agents primarily affecting the cardiovascular system (Y52),x,0,1,1,,,,,,,False
1896,Agents primarily affecting the gastrointestinal system (Y53),x,0,0,0,,,,,,,False
1897,Agents primarily affecting water-balance and mineral and uric acid metabolism (Y54),x,0,0,0,,,,,,,False
1898,Agents primarily acting on smooth and skeletal muscles and the respiratory system (Y55),x,0,1,1,,,,,,,False
1899,"Topical agents primarily affecting skin and mucous membrane and ophthalmological, otorhinolaryngological and dental drugs (Y56)",x,0,0,0,,,,,,,False
1900,Other and unspecified drugs and medicaments (Y57),x,3,5,8,,,,,,109.0,False
1901,Bacterial vaccines (Y58),x,0,0,0,,,,,,,False
1902,Other and unspecified vaccines and biological substances (Y59),x,0,0,0,,,,,,,False
1904,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care (Y60)",x,6,1,7,,,,,,,False
1905,Foreign object accidentally left in body during surgical and medical care (Y61),x,0,0,0,,,,,,,False
1906,Failure of sterile precautions during surgical and medical care (Y62),x,0,0,0,,,,,,,False
1907,Failure in dosage during surgical and medical care (Y63),x,0,0,0,,,,,,,False
1908,Contaminated medical or biological substances (Y64),x,0,0,0,,,,,,,False
1909,Other misadventures during surgical and medical care (Y65),x,1,0,1,,,,,,,False
1910,Nonadministration of surgical and medical care (Y66),x,0,0,0,,,,,,,False
1911,Unspecified misadventure during surgical and medical care (Y69),x,0,0,0,,,,,,,False
1913,Anaesthesiology devices associated with adverse incidents (Y70),x,0,0,0,,,,,,,False
1914,Cardiovascular devices associated with adverse incidents (Y71),x,0,0,0,,,,,,,False
1915,Otorhinolaryngological devices associated with adverse incidents (Y72),x,0,0,0,,,,,,,False
1916,Gastroenterology and urology devices associated with adverse incidents (Y73),x,0,0,0,,,,,,,False
1917,General hospital and personal-use devices associated with adverse incidents (Y74),x,0,0,0,,,,,,,False
1918,Neurological devices associated with adverse incidents (Y75),x,0,0,0,,,,,,,False
1919,Obstetric and gynaecological devices associated with adverse incidents (Y76),x,0,0,0,,,,,,,False
1920,Ophthalmic devices associated with adverse incidents (Y77),x,0,0,0,,,,,,,False
1921,Radiological devices associated with adverse incidents (Y78),x,0,0,0,,,,,,,False
1922,Orthopaedic devices associated with adverse incidents (Y79),x,0,1,1,,,,,,,False
1923,Physical medicine devices associated with adverse incidents (Y80),x,0,0,0,,,,,,,False
1924,General- and plastic-surgery devices associated with adverse incidents (Y81),x,0,0,0,,,,,,,False
1925,Other and unspecified medical devices associated with adverse incidents (Y82),x,0,0,0,,,,,,,False
1927,"Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure (Y83)",x,10,9,19,,,,38.0,107.0,147.0,False
1928,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure (Y84)",x,3,2,5,,,,,,,False
1931,Sequelae of transport accidents (Y85),x,13,7,20,,,0.1,141.0,144.0,286.0,False
1932,Sequelae of other accidents (Y86),x,45,13,58,0.3,,0.2,435.0,152.0,581.0,False
1933,"Sequelae of intentional self-harm, assault and events of undetermined intent (Y87)",x,5,2,7,,,,197.0,,311.0,False
1934,Sequelae with surgical and medical care as external cause (Y88),,4,3,7,,,,,,,False
1935,Sequelae of other external causes (Y89),x,0,1,1,,,,,,,False
1937,Evidence of alcohol involvement determined by blood alcohol level (Y90),,0,0,0,,,,,,,False
1938,Evidence of alcohol involvement determined by level of intoxication (Y91),,0,0,0,,,,,,,False
1939,Nosocomial condition (Y95),,0,0,0,,,,,,,False
1940,Work-related condition (Y96),,0,0,0,,,,,,,False
1941,Environmental-pollution-related condition (Y97),x,0,0,0,,,,,,,False
1942,Lifestyle-related condition (Y98),,0,0,0,,,,,,,False
